Date,Close,High,Low,Open,Volume
2024-03-20 00:00:00-04:00,421.2347717285156,421.9578936817544,416.7077018080513,418.03510823968844,17860100
2024-03-21 00:00:00-04:00,425.33587646484375,426.77226517382667,423.1466488448073,425.7915460992778,21296200
2024-03-22 00:00:00-04:00,424.7118225097656,425.8212948665726,422.0669250575301,425.6628247277611,17636500
2024-03-25 00:00:00-04:00,418.8870849609375,423.39435444173097,417.6488290976738,421.24472896152855,18060500
2024-03-26 00:00:00-04:00,417.6884460449219,421.98766661282076,417.39127674125456,421.6112320076055,16725600
2024-03-27 00:00:00-04:00,417.47052001953125,420.4621654792554,415.0732736405377,420.45224975865324,16705000
2024-03-28 00:00:00-04:00,416.76715087890625,417.9063400745122,415.1821775398297,417.00488629896955,21871200
2024-04-01 00:00:00-04:00,420.58099365234375,423.8698081123032,418.253066843913,419.9668236498753,16316000
2024-04-02 00:00:00-04:00,417.4803771972656,418.41154787762645,413.91419482895304,416.1628562378641,17912000
2024-04-03 00:00:00-04:00,416.49969482421875,419.2832911891412,415.1524569171968,415.78645833952515,16502300
2024-04-04 00:00:00-04:00,413.9538269042969,424.6424582752883,413.6467419176705,420.9970106200101,19370900
2024-04-05 00:00:00-04:00,421.52203369140625,422.50275274464576,414.3896991298408,416.0638232237435,16544300
2024-04-08 00:00:00-04:00,420.6007995605469,423.26552832814343,419.32291117383534,421.1753671524619,14272400
2024-04-09 00:00:00-04:00,422.2749328613281,423.72120713043927,417.65871174097106,422.43343322697575,12512300
2024-04-10 00:00:00-04:00,419.2833251953125,420.0460798769914,415.7567751324305,418.2233709862432,16216600
2024-04-11 00:00:00-04:00,423.909423828125,425.33589688609106,418.39174889077384,421.8192626102262,17966400
2024-04-12 00:00:00-04:00,417.9360656738281,421.1852474824693,415.82607308443,420.06585947169174,19232100
2024-04-15 00:00:00-04:00,409.75372314453125,422.80988521460824,409.54567440120263,422.5919509817317,20273500
2024-04-16 00:00:00-04:00,410.684814453125,414.46893102886065,409.8428247838056,410.67492896476267,16765600
2024-04-17 00:00:00-04:00,407.9705810546875,414.944445667743,406.4747584853447,413.3297553873522,15855500
2024-04-18 00:00:00-04:00,400.4717102050781,408.02014264055606,400.15473970896494,406.7719711724091,21029900
2024-04-19 00:00:00-04:00,395.3701171875,401.67037838778936,394.03279488372993,400.23398957432255,30276500
2024-04-22 00:00:00-04:00,397.1928405761719,399.0650979159109,392.0317987028659,396.3211036284112,20286900
2024-04-23 00:00:00-04:00,403.74072265625,404.36480838898973,399.27308625210287,400.4419924205836,15734500
2024-04-24 00:00:00-04:00,405.2167053222656,408.5946705531457,402.95812809887644,405.7120076101216,15065300
2024-04-25 00:00:00-04:00,395.2908630371094,396.1328829826048,384.3842968555106,390.32792438015684,40586500
2024-04-26 00:00:00-04:00,402.50250244140625,409.11973447484337,401.947766236858,408.2975458887344,29694700
2024-04-29 00:00:00-04:00,398.470703125,402.50247113048255,395.4394554463583,401.4425169456961,19582100
2024-04-30 00:00:00-04:00,385.6720886230469,398.3815629989462,385.51361848485345,397.71784459298715,28781400
2024-05-01 00:00:00-04:00,391.2293701171875,397.9456678723463,386.6428661349504,388.92124454675456,23562500
2024-05-02 00:00:00-04:00,394.1021423339844,396.1725023827848,390.9421111461168,393.9238407560063,17709400
2024-05-03 00:00:00-04:00,402.83929443359375,403.32468104284334,398.08437392979204,398.500441188331,17446700
2024-05-06 00:00:00-04:00,409.65460205078125,410.0409220939022,402.55195433412575,404.91951364996123,16996600
2024-05-07 00:00:00-04:00,405.49407958984375,410.77401898833904,405.2464284421319,410.76410326855756,20018200
2024-05-08 00:00:00-04:00,406.6828308105469,408.356955043612,402.88879817126514,404.33510268855184,11792300
2024-05-09 00:00:00-04:00,408.44610595703125,408.8423417605904,405.2563578574711,406.71254786446275,14689700
2024-05-10 00:00:00-04:00,410.8433532714844,411.47735474348696,407.9309732500374,409.06027703547176,13402300
2024-05-13 00:00:00-04:00,409.83294677734375,414.4194510292962,406.9601994102217,414.0826490844057,15440200
2024-05-14 00:00:00-04:00,412.6462707519531,413.56752582141957,407.68333177957805,408.1489171745,15109300
2024-05-15 00:00:00-04:00,419.8609313964844,420.58538800605515,414.095139906024,414.7203513205961,22239500
2024-05-16 00:00:00-04:00,417.7868347167969,422.18315151911617,417.151719986036,418.59066930665216,17530100
2024-05-17 00:00:00-04:00,417.0127868652344,419.7021893979302,414.84938085500266,419.32507581561083,15352200
2024-05-20 00:00:00-04:00,422.103759765625,423.52287221703216,416.79445965158396,417.01278697375295,16272100
2024-05-21 00:00:00-04:00,425.77557373046875,429.6756642883686,421.6174517420971,423.5823671422162,21453300
2024-05-22 00:00:00-04:00,427.24432373046875,429.1199579656232,423.8801327186548,426.8176027078419,18073700
2024-05-23 00:00:00-04:00,423.7511291503906,430.3009184683396,422.183164058962,429.6757070386861,17211700
2024-05-24 00:00:00-04:00,426.8870544433594,427.7802005755344,421.180804345367,423.93965100741593,11845800
2024-05-28 00:00:00-04:00,427.0458679199219,427.54206361225715,423.3541707575322,426.3611154416687,15718000
2024-05-29 00:00:00-04:00,425.9046630859375,427.6611850957416,422.451129846675,422.451129846675,15517100
2024-05-30 00:00:00-04:00,411.5149230957031,421.071626093263,411.08817181006793,421.071626093263,28424800
2024-05-31 00:00:00-04:00,411.9714050292969,413.5790740889129,401.4322142736995,413.5790740889129,47995300
2024-06-03 00:00:00-04:00,410.3736877441406,413.2615504010757,405.80871145548105,412.36840418309373,17484700
2024-06-04 00:00:00-04:00,412.9042663574219,413.2714463024523,406.5628712460692,409.2919473930987,14348900
2024-06-05 00:00:00-04:00,420.78387451171875,420.8533188907335,413.1325152430589,414.6310359031759,16988000
2024-06-06 00:00:00-04:00,421.28997802734375,422.07397569799485,417.3799535645987,420.7838790172518,14861300
2024-06-07 00:00:00-04:00,420.6250915527344,423.03659533238357,419.78155282449774,422.9572173477245,13621700
2024-06-12 00:00:00-04:00,437.70416259765625,440.02635491441,429.95358793616725,432.00784546900513,22366200
2024-06-13 00:00:00-04:00,438.22015380859375,440.0164099933339,436.02697743101913,437.4957275143316,15960600
2024-06-14 00:00:00-04:00,439.2026672363281,439.7683376003339,433.3971715147652,434.94529966913103,13582000
2024-06-17 00:00:00-04:00,444.9585266113281,447.5089797746042,437.3667384679764,439.22250553797545,20790000
2024-06-18 00:00:00-04:00,442.9439392089844,446.7150444053596,441.50498996272177,446.2882931198359,17112500
2024-06-20 00:00:00-04:00,442.3088684082031,443.1325399619797,437.912551396736,442.9042790324355,19877400
2024-06-21 00:00:00-04:00,446.3578186035156,447.1517196376837,443.1127095124904,443.9760852156284,34486200
2024-06-24 00:00:00-04:00,444.2638854980469,449.3052206448714,443.0134626029418,446.37765380757656,15913700
2024-06-25 00:00:00-04:00,447.5188903808594,447.9853155257159,443.3508346061679,444.8394216277891,16747500
2024-06-26 00:00:00-04:00,448.71966552734375,450.1487114593878,444.7798707523325,445.5837053034348,16507000
2024-06-27 00:00:00-04:00,449.4044494628906,452.6991961641024,448.3326497960473,448.73953390240615,14806300
2024-06-28 00:00:00-04:00,443.5493469238281,451.9151991305475,443.0134470896372,449.6227774267188,28362300
2024-07-01 00:00:00-04:00,453.25494384765625,453.8900586076205,442.2691635673188,445.2463378252715,17662800
