Date,Close,High,Low,Open,Volume
2024-06-05 00:00:00-04:00,3799.305419921875,3806.207727661462,3722.824131230572,3777.5075117629367,142600
2024-06-06 00:00:00-04:00,3778.4990234375,3822.957504754287,3768.522298402295,3799.3052140207974,146400
2024-06-07 00:00:00-04:00,3790.208740234375,3797.315737900432,3747.377224593248,3764.5535609930926,161400
2024-06-10 00:00:00-04:00,3765.984619140625,3782.713703329426,3724.19685395299,3782.713703329426,226700
2024-06-11 00:00:00-04:00,3765.965087890625,3796.9678677209363,3740.141005569424,3750.3394480633488,219300
2024-06-12 00:00:00-04:00,3853.148681640625,3888.217005542295,3784.1552786205875,3784.1552786205875,256500
2024-06-13 00:00:00-04:00,3833.0,3842.9698411794957,3797.544125899057,3826.896951638801,153700
2024-06-14 00:00:00-04:00,3835.942626953125,3839.9285736778033,3791.212660420843,3813.9850960188396,143700
2024-06-17 00:00:00-04:00,3929.3486328125,3934.229081704267,3831.380009745315,3855.474541549645,180100
2024-06-18 00:00:00-04:00,3949.337890625,3965.1824231775117,3913.812366970978,3933.960751276699,179800
2024-06-20 00:00:00-04:00,3948.24462890625,3980.37051002371,3937.5093884430976,3971.0270141195506,212100
2024-06-21 00:00:00-04:00,3965.162353515625,3968.7207056750553,3917.1023945469324,3958.691408938716,498200
2024-06-24 00:00:00-04:00,3957.309814453125,3993.9785831369627,3936.2370786279143,3965.172503930143,161900
2024-06-25 00:00:00-04:00,3990.29052734375,4008.7989095597495,3962.080945575294,3992.765818404263,150100
2024-06-26 00:00:00-04:00,3958.482666015625,3984.1378452196873,3947.3101240135456,3964.2479102725247,175100
2024-06-27 00:00:00-04:00,3985.34033203125,4015.756804900983,3975.9968365356262,4015.756804900983,168500
2024-06-28 00:00:00-04:00,3937.727783203125,4007.4766285678556,3927.290791729281,3970.0327568126418,321200
2024-07-01 00:00:00-04:00,3861.56787109375,3953.4831996097114,3846.538727919686,3953.4831996097114,231100
2024-07-02 00:00:00-04:00,3892.709716796875,3898.842614438793,3853.546243892157,3853.546243892157,196200
2024-07-03 00:00:00-04:00,3893.3857421875,3913.3453254328765,3878.5354511516384,3889.032141815186,79400
2024-07-05 00:00:00-04:00,3906.566162109375,3916.1186019402694,3881.567177358728,3913.355254828657,201700
2024-07-08 00:00:00-04:00,3960.71923828125,3978.78037023513,3890.5529843529052,3909.2103702699787,159500
2024-07-09 00:00:00-04:00,3953.612060546875,3996.1154775718815,3950.0534656269247,3980.7980367131563,150800
2024-07-10 00:00:00-04:00,3966.106689453125,3966.941493496736,3926.2969716234447,3956.2363450154003,159000
2024-07-11 00:00:00-04:00,3912.78857421875,3974.993126114618,3902.5702326147143,3974.993126114618,229400
2024-07-12 00:00:00-04:00,4002.268310546875,4027.376741172879,3926.2970162301012,3926.2970162301012,197600
2024-07-15 00:00:00-04:00,4063.468994140625,4075.396985317163,3989.177498803111,4010.4094298746136,145500
2024-07-16 00:00:00-04:00,4094.3720703125,4119.450651087454,4085.973068158282,4092.2947672659784,144400
2024-07-17 00:00:00-04:00,3965.69921875,4084.0547821049036,3965.3713640038645,4077.464683299534,226800
2024-07-18 00:00:00-04:00,3906.9736328125,3998.6004129724834,3881.71595731729,3978.123931968113,189600
2024-07-19 00:00:00-04:00,3943.443603515625,3953.115196997716,3906.973828545094,3914.4586721685228,160100
2024-07-22 00:00:00-04:00,3885.940673828125,3960.729169672437,3881.567174082499,3952.1411227021813,254600
2024-07-23 00:00:00-04:00,3895.681640625,3921.714421594714,3878.2170066219105,3883.554898843789,208500
2024-07-24 00:00:00-04:00,3782.9423828125,3867.7206151636938,3777.197038196488,3856.71697584273,322100
2024-07-25 00:00:00-04:00,3637.91796875,3763.281274439879,3621.189125885412,3763.281274439879,482500
2024-07-26 00:00:00-04:00,3678.78125,3691.9517399746064,3637.192234294331,3676.3460003888717,234000
2024-07-29 00:00:00-04:00,3732.59619140625,3776.829156896427,3692.9854679153455,3712.6866004940684,224600
2024-07-30 00:00:00-04:00,3698.6611328125,3768.6883290403352,3661.6446117179285,3729.5945048968274,219700
2024-07-31 00:00:00-04:00,3692.71728515625,3753.3412917048076,3677.9167426132085,3753.3412917048076,393100
2024-08-01 00:00:00-04:00,3642.192138671875,3725.9166768842783,3609.6386629237295,3693.929848663208,551900
2024-08-02 00:00:00-04:00,3308.15869140625,3444.7641865283417,3271.3013632999173,3291.718147241357,801500
2024-08-05 00:00:00-04:00,3363.126708984375,3367.0233509415525,3160.9175158489043,3185.7674963194145,665200
2024-08-06 00:00:00-04:00,3396.574951171875,3469.8326455570586,3366.1684275002217,3394.5073551266187,429300
