Datetime,Close,High,Low,Open,Volume
2025-09-10 09:30:00,8.550800323486328,8.600000381469727,8.550000190734863,8.600000381469727,1591935
2025-09-10 09:31:00,8.475000381469727,8.550000190734863,8.470000267028809,8.550000190734863,155436
2025-09-10 09:32:00,8.530200004577637,8.579999923706055,8.461099624633789,8.470399856567383,111216
2025-09-10 09:33:00,8.529999732971191,8.569999694824219,8.529999732971191,8.53499984741211,149266
2025-09-10 09:34:00,8.484999656677246,8.539999961853027,8.484999656677246,8.53439998626709,66854
2025-09-10 09:35:00,8.53499984741211,8.550000190734863,8.479999542236328,8.479999542236328,57403
2025-09-10 09:36:00,8.505000114440918,8.550200462341309,8.501199722290039,8.539999961853027,43120
2025-09-10 09:37:00,8.475000381469727,8.520000457763672,8.470000267028809,8.505000114440918,110637
2025-09-10 09:38:00,8.443599700927734,8.475000381469727,8.443599700927734,8.475000381469727,124002
2025-09-10 09:39:00,8.46500015258789,8.46500015258789,8.4399995803833,8.441200256347656,76579
2025-09-10 09:40:00,8.469900131225586,8.470000267028809,8.440299987792969,8.46500015258789,75544
2025-09-10 09:41:00,8.4399995803833,8.475000381469727,8.430000305175781,8.46500015258789,80194
2025-09-10 09:42:00,8.449999809265137,8.460000038146973,8.4350004196167,8.435199737548828,38066
2025-09-10 09:43:00,8.449999809265137,8.46500015258789,8.444999694824219,8.454999923706055,49274
2025-09-10 09:44:00,8.4350004196167,8.457500457763672,8.430000305175781,8.454999923706055,45916
2025-09-10 09:45:00,8.399999618530273,8.4399995803833,8.390000343322754,8.4350004196167,192407
2025-09-10 09:46:00,8.40999984741211,8.420000076293945,8.399999618530273,8.404999732971191,41838
2025-09-10 09:47:00,8.420000076293945,8.430000305175781,8.399999618530273,8.414999961853027,151561
2025-09-10 09:48:00,8.429900169372559,8.444999694824219,8.420000076293945,8.425000190734863,51421
2025-09-10 09:49:00,8.414999961853027,8.438300132751465,8.40999984741211,8.430000305175781,172206
2025-09-10 09:50:00,8.418800354003906,8.430000305175781,8.40999984741211,8.420000076293945,60929
2025-09-10 09:51:00,8.395000457763672,8.420000076293945,8.390000343322754,8.414999961853027,84970
2025-09-10 09:52:00,8.404999732971191,8.414999961853027,8.39009952545166,8.39009952545166,104547
